"shop_code","shop_type","shop_name","shop_address","shop_grand_opening_date","shop_opening_date","shop_closing_date","shop_province_name","shop_province_code","shop_area_name","shop_region_name","shop_ward_name","shop_ward_code","_record_date"
SHOP_241,"[""F""]","LC PTO 72B Nguyễn Trãi, P. Phúc Yên","72B Nguyễn Trãi, P. Hùng Vương, TP. Phúc Yên, Tỉnh Vĩnh Phúc",2025-07-10,2025-06-27,2149-06-06,Tỉnh Vĩnh Phúc,"63",Miền Bắc 1 - KV5,Miền Bắc 1,Phường Hùng Vương,"8737",2026-05-13
SHOP_242,"[""F""]","LC HPG 35 Quyết Thắng, P. Nguyễn Trãi","35 Quyết Thắng, P. Bến Tắm, TP. Chí Linh, Tỉnh Hải Dương",2026-01-16,2025-12-02,2149-06-06,Tỉnh Hải Dương,"24",Miền Bắc 2 - KV23,Miền Bắc 2,Phường Bến Tắm,"10552",2026-05-13
SHOP_243,"[""F""]","LC DAG Thôn Hà Mỹ, X. Nam Phước","Thôn Hà Mỹ, Xã Duy Vinh, Huyện Duy Xuyên, Tỉnh Quảng Nam",2149-06-06,2025-11-07,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV1,Miền Trung,Xã Duy Vinh,"20632",2026-05-13
SHOP_244,"[""F""]","LC HCM 6 Đường Số 6, P. Dĩ An","6 Đường Số 6, P. Dĩ An, TP. Dĩ An, Tỉnh Bình Dương",2022-02-11,2021-11-03,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV2,Hồ Chí Minh 2,Phường Dĩ An,"25942",2026-05-13
SHOP_245,"[""F""]","LC HNI Quốc Lộc 32, X. Vật Lại","Quốc lộ 32, Thôn Tân Phú Mỹ, X. Vật Lại, H. Ba Vì, TP. Hà Nội",2023-02-28,2022-11-29,2149-06-06,Hà Nội,"26",Hà Nội - KV31,Hà Nội,Xã Vật Lại,"9664",2026-05-13
SHOP_246,"[""F""]","LC TNH 103B Nguyễn Cửu Vân, P. Long An","103B Nguyễn Cửu Vân, P. 4, TP. Tân An, Tỉnh Long An",2022-09-07,2022-09-30,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV22,Hồ Chí Minh 2,Phường 4,"27691",2026-05-13
SHOP_247,"[""DANT""]",HUB NT HCM 94-96 Nguyễn Văn Nghi,"94-96 Nguyễn Văn Nghi, P. 5, Q. Gò Vấp, TP. Hồ Chí Minh",2149-06-06,2023-04-26,2025-01-01,Hồ Chí Minh,"23",HCM - DANT KV 1,Hồ Chí Minh 1,Phường 5,"26887",2026-05-13
SHOP_248,"[""F""]","LC HNI Thôn Nguyên Hanh, X. Phú Xuyên","Thôn Nguyên Hanh, X. Văn Tự, H. Thường Tín, TP. Hà Nội",2025-05-10,2025-04-04,2149-06-06,Hà Nội,"26",Hà Nội - KV19,Hà Nội,Xã Văn Tự,"10261",2026-05-13
SHOP_249,"[""F""]","LC KHA 24 Phong Châu, P. Nam Nha Trang","24 Phong Châu, P. Phước Hải, TP. Nha Trang, Tỉnh Khánh Hòa",2021-12-27,2022-01-10,2149-06-06,Tỉnh Khánh Hòa,"35",Miền Đông - KV27,Miền Đông,Phường Phước Hải,"22357",2026-05-13
SHOP_25,"[""F""]","LC HCM 52 Nguyễn Sỹ Sách, P. Tân Sơn","52 Nguyễn Sỹ Sách, P. 15, Q. Tân Bình , TP. Hồ Chí Minh",2022-04-11,2022-04-21,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV8,Hồ Chí Minh 1,Phường 15,"27007",2026-05-13
SHOP_250,"[""F""]","LC HCM 891 Nguyễn Trãi, P. Chợ Lớn","891 Nguyễn Trãi, P. 14, Q. 5, TP. Hồ Chí Minh",2021-12-03,2021-12-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV29,Hồ Chí Minh 1,Phường 14,"27331",2026-05-13
SHOP_251,"[""F""]","LC HCM 40 Trần Thị Cờ, P. Thới An","40 Trần Thị Cờ, P. Thới An, Q. 12, TP. Hồ Chí Minh",2022-06-04,2022-06-22,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV35,Hồ Chí Minh 1,Phường Thới An,"26773",2026-05-13
SHOP_252,"[""F""]","LC TTH 199 Nguyễn Sinh Cung, P. Vỹ Dạ","199 Nguyễn Sinh Cung, P. Vỹ Dạ, Q. Thuận Hóa, TP. Huế",2025-05-24,2025-04-16,2149-06-06,Huế,"31",Miền Trung - KV23,Miền Trung,Phường Vỹ Dạ,"19777",2026-05-13
SHOP_253,"[""F""]","LC HCM 379-381 Hai Bà Trưng, P. Xuân Hòa","379-381 Hai Bà Trưng, P. Võ Thị Sáu, Q. 3, TP. Hồ Chí Minh",2017-07-05,2017-07-05,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV10,Hồ Chí Minh 1,Phường Võ Thị Sáu,"90105",2026-05-13
SHOP_254,"[""F""]","LC DNI 151 Quốc Lộ 51, P. Long Hưng","151 Quốc Lộ 51, P. Long Bình Tân, TP. Biên Hoà, Tỉnh Đồng Nai",2024-05-20,2024-04-08,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV7,Miền Đông,Phường Long Bình Tân,"26056",2026-05-13
SHOP_255,"[""F""]","LC PTO 88 Nguyễn Viết Xuân, P. Vĩnh Phúc","88 Nguyễn Viết Xuân, P. Đống Đa, TP. Vĩnh Yên, Tỉnh Vĩnh Phúc",2021-08-30,2021-09-29,2149-06-06,Tỉnh Vĩnh Phúc,"63",Miền Bắc 1 - KV12,Miền Bắc 1,Phường Đống Đa,"8716",2026-05-13
SHOP_256,"[""F""]","LC CMU 486-486A Trần Phú, P. Bạc Liêu","486-486A Trần Phú, P. 7, TP. Bạc Liêu, Tỉnh Bạc Liêu",2149-06-06,2023-10-01,2149-06-06,Tỉnh Bạc Liêu,"6",Miền Tây Nam Bộ - KV24,Miền Tây,Phường 7,"31822",2026-05-13
SHOP_257,"[""F""]","LC HCM C2/14 Dân Công Hỏa Tuyến, X. Vĩnh Lộc","C2/14 Dân Công Hỏa Tuyến, X. Vĩnh Lộc A, H. Bình Chánh, TP. Hồ Chí Minh",2022-04-23,2022-05-11,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV11,Hồ Chí Minh 1,Xã Vĩnh Lộc A,"27601",2026-05-13
SHOP_258,"[""F""]","LC CMU 300 Quốc Lộ 1A, X. Phong Thạnh","300 Quốc Lộ 1A, X. Tân Phong, TX. Giá Rai, Tỉnh Bạc Liêu",2023-06-29,2023-06-16,2149-06-06,Tỉnh Bạc Liêu,"6",Miền Tây Nam Bộ - KV11,Miền Tây,Xã Tân Phong,"31957",2026-05-13
SHOP_259,"[""F""]","LC DNI 328 Hồng Thập Tự, P. Long Khánh","328 Hồng Thập Tự, P. Xuân Trung, TP. Long Khánh, Tỉnh Đồng Nai",2023-06-16,2023-05-07,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV16,Miền Đông,Phường Xuân Trung,"26071",2026-05-13
SHOP_26,"[""F""]","LC NAN 34 Đào Tấn, P. Thành Vinh","34 Đào Tấn, P. Đội Cung, TP. Vinh, Tỉnh Nghệ An",2023-06-08,2023-04-18,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV7,Miền Trung,Phường Đội Cung,"16684",2026-05-13
SHOP_260,"[""F""]","LC BNH TDP Vân Cốc 3, P. Nếnh","Tổ Dân Phố Vân Cốc 3, P. Nếnh, TX. Việt Yên, Tỉnh Bắc Giang",2026-01-09,2025-11-17,2149-06-06,Tỉnh Bắc Giang,"4",Hà Nội - KV11,Hà Nội,Phường Nếnh,"7756",2026-05-13
SHOP_261,"[""F""]","LC LĐG 300 Nguyễn Tất Thành, X. Cư Jut","300 Nguyễn Tất Thành, TT. Ea TLing, H. Cư Jut, Tỉnh Đắk Nông",2021-12-27,2022-01-08,2149-06-06,Tỉnh Đăk Nông,"19",Miền Đông - KV8,Miền Đông,Thị trấn Ea T'Ling,"24640",2026-05-13
SHOP_262,"[""F""]","LC HNI 70 Phúc Tân, P. Hồng Hà","70 Phúc Tân, P. Phúc Tân, Q. Hoàn Kiếm, TP. Hà Nội",2024-06-13,2024-05-19,2149-06-06,Hà Nội,"26",Hà Nội - KV32,Hà Nội,Phường Phúc Tân,"37",2026-05-13
SHOP_263,"[""F""]","LC HCM 165-167 Lạc Long Quân, P. Bình Thới","165-167 Lạc Long Quân, P. 3, Q. 11, TP. Hồ Chí Minh",2022-11-01,2022-10-20,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV24,Hồ Chí Minh 1,Phường 3,"27220",2026-05-13
SHOP_264,"[""F""]","LC NAN 24 Kim Liên, P. Thành Vinh","24 Kim Liên, X. Hưng Chính, TP. Vinh, Tỉnh Nghệ An",2023-05-12,2023-03-31,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV7,Miền Trung,Xã Hưng Chính,"18013",2026-05-13
SHOP_265,"[""F""]","LC DNI 13/3 Quốc Lộ 56, X. Cẩm Mỹ","13/3 Quốc Lộ 56, Ấp Duyên Lãng, X. Nhân Nghĩa, H. Cẩm Mỹ, Tỉnh Đồng Nai",2022-01-10,2022-03-09,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV16,Miền Đông,Xã Nhân Nghĩa,"26335",2026-05-13
SHOP_266,"[""F""]","LC CTO 119 Nguyễn Trọng Quyền, X. Trung Hưng","119 Nguyễn Trọng Quyền, X. Trung Thạnh, H. Cờ Đỏ, TP. Cần Thơ",2149-06-06,2026-03-04,2149-06-06,Cần Thơ,"14",Miền Tây Nam Bộ - KV25,Miền Tây,Xã Trung Thạnh,"31225",2026-05-13
SHOP_267,"[""F""]","LC HYN Ngã Tư Ba Hàng, X. Tân Hưng","Ngã Tư Ba Hàng, X. Thủ Sỹ, H. Tiên Lữ, Tỉnh Hưng Yên",2025-12-06,2025-11-03,2149-06-06,Tỉnh Hưng Yên,"33",Miền Bắc 2 - KV16,Miền Bắc 2,Xã Thủ Sỹ,"12367",2026-05-13
SHOP_268,"[""F""]","LC DAG Khối Phố Xuân Nam, P. Tam Kỳ","Khối Phố Xuân Nam, P. Trường Xuân, TP. Tam Kỳ, Tỉnh Quảng Nam",2025-07-05,2025-05-30,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV3,Miền Trung,Phường Trường Xuân,"20353",2026-05-13
SHOP_269,"[""F""]","LC LĐG TDP8, X. Đức Lập","Tổ Dân Phố 8, TT. Đắk Mil, H. Đắk Mil, Tỉnh Đắk Nông",2025-03-01,2025-01-17,2149-06-06,Tỉnh Đăk Nông,"19",Miền Đông - KV35,Miền Đông,Thị trấn Đắk Mil,"24664",2026-05-13
SHOP_27,"[""VACCINE""]","VX HCM 268 Lê Hồng Phong, X. Ngãi Giao","268 Lê Hồng Phong, TT. Ngãi Giao, H. Châu Đức, Tỉnh Bà Rịa - Vũng Tàu",2025-05-23,2025-05-20,2149-06-06,Tỉnh Bà Rịa - Vũng Tàu,"9",Hồ Chí Minh 2 - KV1,Hồ Chí Minh 2,Thị trấn Ngãi Giao,"26575",2026-05-13
SHOP_270,"[""F""]","LC TNH Đường TL826, X. Rạch Kiến","Thửa Đất 151, Bản Đồ 4, Đường TL 826, X. Long Trạch, H. Cần Đước, Tỉnh Long An",2025-04-17,2025-04-03,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV28,Hồ Chí Minh 2,Xã Long Trạch,"28111",2026-05-13
SHOP_271,"[""F""]","LC HYN Tổ 13, X. Phụ Dực","Tổ 13, TT. An Bài, H. Quỳnh Phụ, Tỉnh Thái Bình",2025-04-10,2025-03-20,2149-06-06,Tỉnh Thái Bình,"55",Miền Bắc 2 - KV13,Miền Bắc 2,Thị trấn An Bài,"12523",2026-05-13
SHOP_272,"[""VACCINE""]","VX HCM 580 Nguyễn Duy Trinh, P. Bình Trưng","580-582 Nguyễn Duy Trinh, P. Bình Trưng Đông, TP. Thủ Đức, TP. Hồ Chí Minh",2023-07-01,2023-07-03,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 2 - KV20,Hồ Chí Minh 2,Phường Bình Trưng Đông,"90156",2026-05-13
SHOP_273,"[""F""]",LC BDG 1178 ĐT747,"1178C ĐT747 KP.Tân Mỹ, P. Thái Hoà, TX. Tân Uyên, Tỉnh Bình Dương",2149-06-06,2023-04-14,2024-09-25,Tỉnh Bình Dương,"2",Miền Đông - KV6,Miền Đông,Phường Thái Hòa,"25939",2026-05-13
SHOP_274,"[""F""]","LC LĐG 30 Nguyễn Hội, P. Phan Thiết","30 Nguyễn Hội, P. Phú Trinh, TP. Phan Thiết, Tỉnh Bình Thuận",2023-03-10,2020-01-07,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV6,Miền Đông,Phường Phú Trinh,"22930",2026-05-13
SHOP_275,"[""F""]","LC AGG 170 Quốc Lộ 91, X. Châu Phú","170 Quốc Lộ 91, TT. Cái Dầu, H. Châu Phú, Tỉnh An Giang",2023-11-01,2023-10-07,2149-06-06,Tỉnh An Giang,"1",Miền Tây Nam Bộ - KV28,Miền Tây,Thị trấn Cái Dầu,"30463",2026-05-13
SHOP_276,"[""F""]","LC HCM 102 Lê Văn Duyệt, P. Gia Định","102 Lê Văn Duyệt, P. 1, Q. Bình Thạnh, TP. Hồ Chí Minh",2024-07-30,2024-07-04,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV10,Hồ Chí Minh 1,Phường 1,"26944",2026-05-13
SHOP_277,"[""F""]","LC DTP 24 Thuộc Nhiêu-Dưỡng Điềm, X. Bình Trưng","24 Thuộc Nhiêu-Dưỡng Điềm, X. Bình Trưng, H. Châu Thành, Tỉnh Tiền Giang",2025-07-18,2025-06-26,2149-06-06,Tỉnh Tiền Giang,"56",Miền Tây Nam Bộ - KV26,Miền Tây,Xã Bình Trưng,"28564",2026-05-13
SHOP_278,"[""F""]","LC HPG 479 - 481 Lương Khánh Thiện, X. An Lão","479 - 481 Lương Khánh Thiện, TT. Trường Sơn, H. An Lão, TP. Hải Phòng",2024-09-25,2024-08-30,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV18,Miền Bắc 2,Thị trấn Trường Sơn,"11656",2026-05-13
SHOP_279,"[""F""]","LC HPG 109 Dư Hàng, P. Lê Chân","109 Dư Hàng, P. Trần Nguyên Hãn, Q. Lê Chân, TP. Hải Phòng",2024-08-21,2024-08-03,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV2,Miền Bắc 2,Phường Trần Nguyên Hãn,"11380",2026-05-13
SHOP_28,"[""F""]","LC HCM 268 Lê Hồng Phong, X. Ngãi Giao","268 Lê Hồng Phong, TT. Ngãi Giao, H. Châu Đức, Tỉnh Bà Rịa - Vũng Tàu",2025-06-06,2025-05-07,2149-06-06,Tỉnh Bà Rịa - Vũng Tàu,"9",Hồ Chí Minh 2 - KV1,Hồ Chí Minh 2,Thị trấn Ngãi Giao,"26575",2026-05-13
SHOP_280,"[""F""]","LC HCM 5 Đường số 11, P. Thông Tây Hội","5 Đường số 11, P. 11, Q. Gò Vấp, TP. Hồ Chí Minh",2025-02-18,2025-02-04,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV17,Hồ Chí Minh 1,Phường 11,"26899",2026-05-13
SHOP_281,"[""F""]","LC LĐG 1 DT717, X. Bắc Ruộng","1 DT717, X. Măng Tố, H. Tánh Linh, Tỉnh Bình Thuận",2023-04-06,2023-03-19,2149-06-06,Tỉnh Bình Thuận,"11",Miền Đông - KV28,Miền Đông,Xã Măng Tố,"23155",2026-05-13
SHOP_282,"[""VACCINE""]","VX HPG 313 Hai Bà Trưng, P. An Biên","313 Hai Bà Trưng, P. Cát Dài, Q. Lê Chân, TP. Hải Phòng",2024-01-19,2024-01-16,2149-06-06,Hải Phòng,"28",Miền Bắc 2 - KV2,Miền Bắc 2,Phường Cát Dài,"11368",2026-05-13
SHOP_283,"[""F""]","LC HYN Thôn Phạm Kham, X. Như Quỳnh","Thôn Phạm Kham, X. Lạc Hồng, H. Văn Lâm, Tỉnh Hưng Yên",2149-06-06,2026-03-06,2149-06-06,Tỉnh Hưng Yên,"33",Miền Bắc 2 - KV14,Miền Bắc 2,Xã Lạc Hồng,"12016",2026-05-13
SHOP_284,"[""F""]","LC TNH 69-70 Trương Công Xưởng, X. Hiệp Hòa","69-70 Trương Công Xưởng, TT. Hiệp Hòa, H. Đức Hòa, Tỉnh Long An",2022-11-18,2022-11-05,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV26,Hồ Chí Minh 2,Thị trấn Hiệp Hòa,"27934",2026-05-13
SHOP_285,"[""F""]","LC DLK 59 Nguyễn Thái Bình, P. Tân Lập","59 Nguyễn Thái Bình, X. Hòa Thắng, TP. Buôn Ma Thuột, Tỉnh Đắk Lắk",2025-11-15,2025-10-27,2149-06-06,Tỉnh Đắk Lắk,"16",Miền Đông - KV8,Miền Đông,Xã Hòa Thắng,"24166",2026-05-13
SHOP_286,"[""F""]","LC NBH Xóm Nhân Thắng, X. Giao Hưng","Xóm Nhân Thắng, X. Giao Nhân, H. Giao Thuỷ, Tỉnh Nam Định",2023-06-30,2023-05-19,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV21,Miền Bắc 2,Xã Giao Nhân,"14179",2026-05-13
SHOP_287,"[""F""]","LC HCM 69B Đặng Thúc Vịnh, X. Đông Thạnh","69B Đặng Thúc Vịnh, X. Đông Thạnh, H. Hóc Môn, TP. Hồ Chí Minh",2022-03-08,2022-03-17,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV12,Hồ Chí Minh 1,Xã Đông Thạnh,"27568",2026-05-13
SHOP_288,"[""F""]","LC LSN 2-4 Nà Nghiều, X. Thất Khê","2-4 Nà Nghiều, TT. Thất Khê, H. Tràng Định, Tỉnh Lạng Sơn",2025-08-01,2025-07-03,2149-06-06,Tỉnh Lạng Sơn,"41",Miền Bắc 1 - KV2,Miền Bắc 1,Thị trấn Thất Khê,"5995",2026-05-13
SHOP_289,"[""F""]","LC PTO 52 Ngô Quyền, P. Vĩnh Phúc","52 Ngô Quyền, P. Ngô Quyền, TP. Vĩnh Yên, Tỉnh Vĩnh Phúc",2021-09-25,2021-11-14,2149-06-06,Tỉnh Vĩnh Phúc,"63",Miền Bắc 1 - KV12,Miền Bắc 1,Phường Ngô Quyền,"8719",2026-05-13
SHOP_29,"[""F""]","LC HNI Tổ 8, Chợ Ga Đông Anh, X. Thư Lâm","Tổ 8, TT. Đông Anh, H. Đông Anh, TP. Hà Nội",2022-06-11,2022-06-18,2149-06-06,Hà Nội,"26",Hà Nội - KV12,Hà Nội,Thị trấn Đông Anh,"454",2026-05-13
SHOP_290,"[""F""]","LC TNH 283A Đường DT 825, X. An Ninh","283A Đường DT 825, X. An Ninh Đông, H. Đức Hòa, Tỉnh Long An",2149-06-06,2026-03-03,2149-06-06,Tỉnh Long An,"37",Hồ Chí Minh 2 - KV27,Hồ Chí Minh 2,Xã An Ninh Đông,"27943",2026-05-13
SHOP_291,"[""F""]","LC PTO 26 Tân Hưng, P. Âu Cơ","26 Tân Hưng, P. Âu Cơ, TX. Phú Thọ, Tỉnh Phú Thọ",2025-06-06,2025-05-22,2149-06-06,Tỉnh Phú Thọ,"46",Miền Bắc 1 - KV7,Miền Bắc 1,Phường Âu Cơ,"7948",2026-05-13
SHOP_292,"[""F""]","LC QNH Tổ 1 Khu 1A, P. Hạ Long","Tổ 1, Khu 1A, P. Hồng Hải, TP. Hạ Long, Tỉnh Quảng Ninh",2024-10-11,2024-09-19,2149-06-06,Tỉnh Quảng Ninh,"49",Miền Bắc 2 - KV5,Miền Bắc 2,Phường Hồng Hải,"6688",2026-05-13
SHOP_293,"[""F""]","LC DNI Lý Thái Tổ, X. Đại Phước","Lý Thái Tổ, X. Đại Phước, H. Nhơn Trạch, Tỉnh Đồng Nai",2023-11-08,2023-09-25,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV24,Miền Đông,Xã Đại Phước,"26476",2026-05-13
SHOP_294,"[""F""]","LC GLI Thôn Xuân Phong Bắc, X. An Hòa","Thôn Xuân Phong Bắc, X. An Hoà, H. An Lão, Tỉnh Bình Định",2024-02-24,2024-01-21,2149-06-06,Tỉnh Bình Định,"3",Miền Trung - KV18,Miền Trung,Xã An Hòa,"21628",2026-05-13
SHOP_295,"[""F""]","LC NBH 125 Đinh Tiên Hoàng, P. Hoa Lư","125 Đinh Tiên Hoàng, P. Đông Thành, TP. Hoa Lư, Tỉnh Ninh Bình",2022-04-08,2022-04-15,2149-06-06,Tỉnh Ninh Bình,"43",Miền Bắc 2 - KV20,Miền Bắc 2,Phường Đông Thành,"14320",2026-05-13
SHOP_296,"[""F""]","LC NAN 1422 Nguyễn Tất Thành, P. Quỳnh Mai","1422 Nguyễn Tất Thành, P. Quỳnh Xuân, TX. Hoàng Mai, Tỉnh Nghệ An",2023-11-09,2023-09-28,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV29,Miền Trung,Phường Quỳnh Xuân,"17131",2026-05-13
SHOP_297,"[""F""]","LC NAN Xóm Nam Xuân, X. Quảng Châu","Xóm Nam Xuân, X. Xuân Tháp, H. Diễn Châu, Tỉnh Nghệ An",2025-10-18,2025-09-06,2149-06-06,Tỉnh Nghệ An,"42",Miền Trung - KV26,Miền Trung,Xã Xuân Tháp,"17437",2026-05-13
SHOP_298,"[""F""]","LC HNI 22 Nghĩa Tân, P. Nghĩa Đô","22 Nghĩa Tân, P. Nghĩa Tân, Q. Cầu Giấy, TP. Hà Nội",2022-11-23,2022-10-15,2149-06-06,Hà Nội,"26",Hà Nội - KV18,Hà Nội,Phường Nghĩa Tân,"160",2026-05-13
SHOP_299,"[""F""]","LC TNN TDP Đông Xuân, P. Vạn Xuân","TDP Đông Xuân, P. Tiên Phong, TP. Phổ Yên, Tỉnh Thái Nguyên",2024-09-28,2024-09-12,2149-06-06,Tỉnh Thái Nguyên,"59",Miền Bắc 1 - KV6,Miền Bắc 1,Phường Tiên Phong,"90500",2026-05-13
SHOP_3,"[""F""]","LC DAG 385 Kinh Dương Vương, P. Hòa Khánh","385 Kinh Dương Vương, P. Hoà Mình, Q. Liên Chiểu, TP. Đà Nẵng",2023-07-14,2023-05-04,2149-06-06,Đà Nẵng,"17",Miền Trung - KV1,Miền Trung,Phường Hòa Minh,"20200",2026-05-13
SHOP_30,"[""F""]","LC DAG Tổ 8, X. Xuân Phú","Tổ 8, TT. Hương An, H. Quế Sơn, Tỉnh Quảng Nam",2023-06-18,2023-05-15,2149-06-06,Tỉnh Quảng Nam,"51",Miền Trung - KV24,Miền Trung,Thị trấn Hương An,"20651",2026-05-13
SHOP_300,"[""F""]","LC DTP 178 - 179 Quốc Lộ 1A, X. Bình Phú","178 - 179 Quốc lộ 1A, TT. Bình Phú, H. Cai Lậy, Tỉnh Tiền Giang",2024-12-18,2024-12-06,2149-06-06,Tỉnh Tiền Giang,"56",Miền Tây Nam Bộ - KV26,Miền Tây,Thị trấn Bình Phú,"28471",2026-05-13
SHOP_301,"[""F""]","LC HCM 66-68 Thống Nhất, X. Dầu Tiếng","66-68 Thống Nhất, TT. Dầu Tiếng, H. Dầu Tiếng, Tỉnh Bình Dương",2022-05-04,2022-06-08,2149-06-06,Tỉnh Bình Dương,"2",Hồ Chí Minh 2 - KV14,Hồ Chí Minh 2,Thị trấn Dầu Tiếng,"25777",2026-05-13
SHOP_302,"[""F""]","LC HTH 361 Lý Tự Trọng, X. Thạch Hà","361 Lý Tự Trọng, TT. Thạch Hà, H. Thạch Hà, Tỉnh Hà Tĩnh",2021-05-14,2021-04-13,2149-06-06,Tỉnh Hà Tĩnh,"29",Miền Trung - KV22,Miền Trung,Thị trấn Thạch Hà,"18562",2026-05-13
SHOP_303,"[""F""]","LC HCM 670 Nguyễn Thị Định, P. Cát Lái","670 Nguyễn Thị định, P. Thạnh Mỹ Lợi, TP. Thủ Đức, TP. Hồ Chí Minh",2023-12-20,2023-11-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 2 - KV20,Hồ Chí Minh 2,Phường Thạnh Mỹ Lợi,"90159",2026-05-13
SHOP_304,"[""F""]","LC VLG 217 Quốc Lộ 60, X. Mỏ Cày","217 Quốc Lộ 60, TT. Mỏ Cày, H. Mỏ Cày Nam, Tỉnh Bến Tre",2024-05-31,2024-05-04,2149-06-06,Tỉnh Bến Tre,"10",Miền Tây Nam Bộ - KV19,Miền Tây,Thị trấn Mỏ Cày,"28903",2026-05-13
SHOP_305,"[""F""]","LC HCM 441 Điện Biên Phủ, P. Thạnh Mỹ Tây","441 Điện Biên Phủ, P. 25, Q. Bình Thạnh, TP. Hồ Chí Minh",2149-06-06,2025-03-07,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV19,Hồ Chí Minh 1,Phường 25,"26920",2026-05-13
SHOP_306,"[""F""]","LC NBH 75H Điện Biên, P. Nam Định","75H Điện Biên, P. Cửa Bắc, TP. Nam Định, Tỉnh Nam Định",2022-08-03,2022-08-09,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV15,Miền Bắc 2,Phường Cửa Bắc,"13648",2026-05-13
SHOP_307,"[""F""]","LC PTO Thôn Tam Lộng, X. Bình Xuyên","Thôn Tam Lộng, X. Hương Sơn, H. Bình Xuyên, Tỉnh Vĩnh Phúc",2025-12-01,2025-11-06,2149-06-06,Tỉnh Vĩnh Phúc,"63",Miền Bắc 1 - KV12,Miền Bắc 1,Xã Hương Sơn,"8950",2026-05-13
SHOP_308,"[""F""]","LC HCM 304 Bùi Đình Túy, P. Bình Thạnh","304 Bùi Đình Túy, P. 12, Q. Bình Thạnh, TP. Hồ Chí Minh",2021-11-27,2021-12-24,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV27,Hồ Chí Minh 1,Phường 12,"26917",2026-05-13
SHOP_309,"[""F""]","LC HYN Thôn 2, X. Vũ Quý","Thôn 2, X. Vũ Quý, H. Kiến Xương, Tỉnh Thái Bình",2023-07-15,2023-06-13,2149-06-06,Tỉnh Thái Bình,"55",Miền Bắc 2 - KV13,Miền Bắc 2,Xã Vũ Quý,"13141",2026-05-13
SHOP_31,"[""F""]","LC DNI 103 Đường ĐT769, X. Dầu Giây","103 Đường ĐT769, X. Lộ 25, H. Thống Nhất, Tỉnh Đồng Nai",2024-01-14,2023-11-28,2149-06-06,Tỉnh Đồng Nai,"18",Miền Đông - KV34,Miền Đông,Xã Lộ 25,"26320",2026-05-13
SHOP_310,"[""F""]","LC DLK 39 Thôn 18B, X. Ea Nuôl","39 Thôn 18B, X. Ea Bar, H. Buôn Đôn, Tỉnh Đắk Lắk",2023-05-24,2023-04-20,2149-06-06,Tỉnh Đắk Lắk,"16",Miền Đông - KV35,Miền Đông,Xã Ea Bar,"24250",2026-05-13
SHOP_311,"[""F""]","LC NBH Xóm 4, X. Xuân Trường","Xóm 4, X. Xuân Tiến, H. Xuân Trường, Tỉnh Nam Định",2023-11-09,2023-09-29,2149-06-06,Tỉnh Nam Định,"44",Miền Bắc 2 - KV21,Miền Bắc 2,Xã Xuân Tiến,"14140",2026-05-13
SHOP_312,"[""VACCINE""]","VX HCM 278 Phạm Ngũ Lão, P. Hạnh Thông","278 Phạm Ngũ Lão, P. 7, Q. Gò Vấp, TP. Hồ Chí Minh",2024-07-05,2024-06-28,2149-06-06,Hồ Chí Minh,"23",Hồ Chí Minh 1 - KV5,Hồ Chí Minh 1,Phường 7,"26890",2026-05-13
