"id","customer_id","leader_id","member_ids","event","_record_date"
"1000721","1000721","721","{'1000721','1000722'}",Event_21,2026-05-15
"1000722","1000722","722","{'1000722','1000723'}",Event_22,2026-05-15
"1000723","1000723","723","{'1000723','1000724'}",Event_23,2026-05-15
"1000724","1000724","724","{'1000724','1000725'}",Event_24,2026-05-15
"1000725","1000725","725","{'1000725','1000726'}",Event_25,2026-05-15
"1000726","1000726","726","{'1000726','1000727'}",Event_26,2026-05-15
"1000727","1000727","727","{'1000727','1000728'}",Event_27,2026-05-15
"1000728","1000728","728","{'1000728','1000729'}",Event_28,2026-05-15
"1000729","1000729","729","{'1000729','1000730'}",Event_29,2026-05-15
"100073","100073","73","{'100073','100074'}",Event_73,2026-05-15
"1000730","1000730","730","{'1000730','1000731'}",Event_30,2026-05-15
"1000731","1000731","731","{'1000731','1000732'}",Event_31,2026-05-15
"1000732","1000732","732","{'1000732','1000733'}",Event_32,2026-05-15
"1000733","1000733","733","{'1000733','1000734'}",Event_33,2026-05-15
"1000734","1000734","734","{'1000734','1000735'}",Event_34,2026-05-15
"1000735","1000735","735","{'1000735','1000736'}",Event_35,2026-05-15
"1000736","1000736","736","{'1000736','1000737'}",Event_36,2026-05-15
"1000737","1000737","737","{'1000737','1000738'}",Event_37,2026-05-15
"1000738","1000738","738","{'1000738','1000739'}",Event_38,2026-05-15
"1000739","1000739","739","{'1000739','1000740'}",Event_39,2026-05-15
"100074","100074","74","{'100074','100075'}",Event_74,2026-05-15
"1000740","1000740","740","{'1000740','1000741'}",Event_40,2026-05-15
"1000741","1000741","741","{'1000741','1000742'}",Event_41,2026-05-15
"1000742","1000742","742","{'1000742','1000743'}",Event_42,2026-05-15
"1000743","1000743","743","{'1000743','1000744'}",Event_43,2026-05-15
"1000744","1000744","744","{'1000744','1000745'}",Event_44,2026-05-15
"1000745","1000745","745","{'1000745','1000746'}",Event_45,2026-05-15
"1000746","1000746","746","{'1000746','1000747'}",Event_46,2026-05-15
"1000747","1000747","747","{'1000747','1000748'}",Event_47,2026-05-15
"1000748","1000748","748","{'1000748','1000749'}",Event_48,2026-05-15
"1000749","1000749","749","{'1000749','1000750'}",Event_49,2026-05-15
"100075","100075","75","{'100075','100076'}",Event_75,2026-05-15
"1000750","1000750","750","{'1000750','1000751'}",Event_50,2026-05-15
"1000751","1000751","751","{'1000751','1000752'}",Event_51,2026-05-15
"1000752","1000752","752","{'1000752','1000753'}",Event_52,2026-05-15
"1000753","1000753","753","{'1000753','1000754'}",Event_53,2026-05-15
"1000754","1000754","754","{'1000754','1000755'}",Event_54,2026-05-15
"1000755","1000755","755","{'1000755','1000756'}",Event_55,2026-05-15
"1000756","1000756","756","{'1000756','1000757'}",Event_56,2026-05-15
"1000757","1000757","757","{'1000757','1000758'}",Event_57,2026-05-15
"1000758","1000758","758","{'1000758','1000759'}",Event_58,2026-05-15
"1000759","1000759","759","{'1000759','1000760'}",Event_59,2026-05-15
"100076","100076","76","{'100076','100077'}",Event_76,2026-05-15
"1000760","1000760","760","{'1000760','1000761'}",Event_60,2026-05-15
"1000761","1000761","761","{'1000761','1000762'}",Event_61,2026-05-15
"1000762","1000762","762","{'1000762','1000763'}",Event_62,2026-05-15
"1000763","1000763","763","{'1000763','1000764'}",Event_63,2026-05-15
"1000764","1000764","764","{'1000764','1000765'}",Event_64,2026-05-15
"1000765","1000765","765","{'1000765','1000766'}",Event_65,2026-05-15
"1000766","1000766","766","{'1000766','1000767'}",Event_66,2026-05-15
"1000767","1000767","767","{'1000767','1000768'}",Event_67,2026-05-15
"1000768","1000768","768","{'1000768','1000769'}",Event_68,2026-05-15
"1000769","1000769","769","{'1000769','1000770'}",Event_69,2026-05-15
"100077","100077","77","{'100077','100078'}",Event_77,2026-05-15
"1000770","1000770","770","{'1000770','1000771'}",Event_70,2026-05-15
"1000771","1000771","771","{'1000771','1000772'}",Event_71,2026-05-15
"1000772","1000772","772","{'1000772','1000773'}",Event_72,2026-05-15
"1000773","1000773","773","{'1000773','1000774'}",Event_73,2026-05-15
"1000774","1000774","774","{'1000774','1000775'}",Event_74,2026-05-15
"1000775","1000775","775","{'1000775','1000776'}",Event_75,2026-05-15
"1000776","1000776","776","{'1000776','1000777'}",Event_76,2026-05-15
"1000777","1000777","777","{'1000777','1000778'}",Event_77,2026-05-15
"1000778","1000778","778","{'1000778','1000779'}",Event_78,2026-05-15
"1000779","1000779","779","{'1000779','1000780'}",Event_79,2026-05-15
"100078","100078","78","{'100078','100079'}",Event_78,2026-05-15
"1000780","1000780","780","{'1000780','1000781'}",Event_80,2026-05-15
"1000781","1000781","781","{'1000781','1000782'}",Event_81,2026-05-15
"1000782","1000782","782","{'1000782','1000783'}",Event_82,2026-05-15
"1000783","1000783","783","{'1000783','1000784'}",Event_83,2026-05-15
"1000784","1000784","784","{'1000784','1000785'}",Event_84,2026-05-15
"1000785","1000785","785","{'1000785','1000786'}",Event_85,2026-05-15
"1000786","1000786","786","{'1000786','1000787'}",Event_86,2026-05-15
"1000787","1000787","787","{'1000787','1000788'}",Event_87,2026-05-15
"1000788","1000788","788","{'1000788','1000789'}",Event_88,2026-05-15
"1000789","1000789","789","{'1000789','1000790'}",Event_89,2026-05-15
"100079","100079","79","{'100079','100080'}",Event_79,2026-05-15
"1000790","1000790","790","{'1000790','1000791'}",Event_90,2026-05-15
"1000791","1000791","791","{'1000791','1000792'}",Event_91,2026-05-15
"1000792","1000792","792","{'1000792','1000793'}",Event_92,2026-05-15
"1000793","1000793","793","{'1000793','1000794'}",Event_93,2026-05-15
"1000794","1000794","794","{'1000794','1000795'}",Event_94,2026-05-15
"1000795","1000795","795","{'1000795','1000796'}",Event_95,2026-05-15
"1000796","1000796","796","{'1000796','1000797'}",Event_96,2026-05-15
"1000797","1000797","797","{'1000797','1000798'}",Event_97,2026-05-15
"1000798","1000798","798","{'1000798','1000799'}",Event_98,2026-05-15
"1000799","1000799","799","{'1000799','1000800'}",Event_99,2026-05-15
"10008","10008","8","{'10008','10009'}",Event_8,2026-05-15
"100080","100080","80","{'100080','100081'}",Event_80,2026-05-15
"1000800","1000800","800","{'1000800','1000801'}",Event_0,2026-05-15
"1000801","1000801","801","{'1000801','1000802'}",Event_1,2026-05-15
"1000802","1000802","802","{'1000802','1000803'}",Event_2,2026-05-15
"1000803","1000803","803","{'1000803','1000804'}",Event_3,2026-05-15
"1000804","1000804","804","{'1000804','1000805'}",Event_4,2026-05-15
"1000805","1000805","805","{'1000805','1000806'}",Event_5,2026-05-15
"1000806","1000806","806","{'1000806','1000807'}",Event_6,2026-05-15
"1000807","1000807","807","{'1000807','1000808'}",Event_7,2026-05-15
"1000808","1000808","808","{'1000808','1000809'}",Event_8,2026-05-15
"1000809","1000809","809","{'1000809','1000810'}",Event_9,2026-05-15
"100081","100081","81","{'100081','100082'}",Event_81,2026-05-15
"1000810","1000810","810","{'1000810','1000811'}",Event_10,2026-05-15
"1000811","1000811","811","{'1000811','1000812'}",Event_11,2026-05-15
"1000812","1000812","812","{'1000812','1000813'}",Event_12,2026-05-15
"1000813","1000813","813","{'1000813','1000814'}",Event_13,2026-05-15
"1000814","1000814","814","{'1000814','1000815'}",Event_14,2026-05-15
"1000815","1000815","815","{'1000815','1000816'}",Event_15,2026-05-15
"1000816","1000816","816","{'1000816','1000817'}",Event_16,2026-05-15
"1000817","1000817","817","{'1000817','1000818'}",Event_17,2026-05-15
"1000818","1000818","818","{'1000818','1000819'}",Event_18,2026-05-15
"1000819","1000819","819","{'1000819','1000820'}",Event_19,2026-05-15
"100082","100082","82","{'100082','100083'}",Event_82,2026-05-15
"1000820","1000820","820","{'1000820','1000821'}",Event_20,2026-05-15
"1000821","1000821","821","{'1000821','1000822'}",Event_21,2026-05-15
"1000822","1000822","822","{'1000822','1000823'}",Event_22,2026-05-15
"1000823","1000823","823","{'1000823','1000824'}",Event_23,2026-05-15
"1000824","1000824","824","{'1000824','1000825'}",Event_24,2026-05-15
"1000825","1000825","825","{'1000825','1000826'}",Event_25,2026-05-15
"1000826","1000826","826","{'1000826','1000827'}",Event_26,2026-05-15
"1000827","1000827","827","{'1000827','1000828'}",Event_27,2026-05-15
"1000828","1000828","828","{'1000828','1000829'}",Event_28,2026-05-15
"1000829","1000829","829","{'1000829','1000830'}",Event_29,2026-05-15
"100083","100083","83","{'100083','100084'}",Event_83,2026-05-15
"1000830","1000830","830","{'1000830','1000831'}",Event_30,2026-05-15
"1000831","1000831","831","{'1000831','1000832'}",Event_31,2026-05-15
"1000832","1000832","832","{'1000832','1000833'}",Event_32,2026-05-15
"1000833","1000833","833","{'1000833','1000834'}",Event_33,2026-05-15
"1000834","1000834","834","{'1000834','1000835'}",Event_34,2026-05-15
"1000835","1000835","835","{'1000835','1000836'}",Event_35,2026-05-15
"1000836","1000836","836","{'1000836','1000837'}",Event_36,2026-05-15
"1000837","1000837","837","{'1000837','1000838'}",Event_37,2026-05-15
"1000838","1000838","838","{'1000838','1000839'}",Event_38,2026-05-15
"1000839","1000839","839","{'1000839','1000840'}",Event_39,2026-05-15
"100084","100084","84","{'100084','100085'}",Event_84,2026-05-15
"1000840","1000840","840","{'1000840','1000841'}",Event_40,2026-05-15
"1000841","1000841","841","{'1000841','1000842'}",Event_41,2026-05-15
"1000842","1000842","842","{'1000842','1000843'}",Event_42,2026-05-15
"1000843","1000843","843","{'1000843','1000844'}",Event_43,2026-05-15
"1000844","1000844","844","{'1000844','1000845'}",Event_44,2026-05-15
"1000845","1000845","845","{'1000845','1000846'}",Event_45,2026-05-15
"1000846","1000846","846","{'1000846','1000847'}",Event_46,2026-05-15
"1000847","1000847","847","{'1000847','1000848'}",Event_47,2026-05-15
"1000848","1000848","848","{'1000848','1000849'}",Event_48,2026-05-15
"1000849","1000849","849","{'1000849','1000850'}",Event_49,2026-05-15
"100085","100085","85","{'100085','100086'}",Event_85,2026-05-15
"1000850","1000850","850","{'1000850','1000851'}",Event_50,2026-05-15
"1000851","1000851","851","{'1000851','1000852'}",Event_51,2026-05-15
"1000852","1000852","852","{'1000852','1000853'}",Event_52,2026-05-15
"1000853","1000853","853","{'1000853','1000854'}",Event_53,2026-05-15
"1000854","1000854","854","{'1000854','1000855'}",Event_54,2026-05-15
"1000855","1000855","855","{'1000855','1000856'}",Event_55,2026-05-15
"1000856","1000856","856","{'1000856','1000857'}",Event_56,2026-05-15
"1000857","1000857","857","{'1000857','1000858'}",Event_57,2026-05-15
"1000858","1000858","858","{'1000858','1000859'}",Event_58,2026-05-15
"1000859","1000859","859","{'1000859','1000860'}",Event_59,2026-05-15
"100086","100086","86","{'100086','100087'}",Event_86,2026-05-15
"1000860","1000860","860","{'1000860','1000861'}",Event_60,2026-05-15
"1000861","1000861","861","{'1000861','1000862'}",Event_61,2026-05-15
"1000862","1000862","862","{'1000862','1000863'}",Event_62,2026-05-15
"1000863","1000863","863","{'1000863','1000864'}",Event_63,2026-05-15
"1000864","1000864","864","{'1000864','1000865'}",Event_64,2026-05-15
"1000865","1000865","865","{'1000865','1000866'}",Event_65,2026-05-15
"1000866","1000866","866","{'1000866','1000867'}",Event_66,2026-05-15
"1000867","1000867","867","{'1000867','1000868'}",Event_67,2026-05-15
"1000868","1000868","868","{'1000868','1000869'}",Event_68,2026-05-15
"1000869","1000869","869","{'1000869','1000870'}",Event_69,2026-05-15
"100087","100087","87","{'100087','100088'}",Event_87,2026-05-15
"1000870","1000870","870","{'1000870','1000871'}",Event_70,2026-05-15
"1000871","1000871","871","{'1000871','1000872'}",Event_71,2026-05-15
"1000872","1000872","872","{'1000872','1000873'}",Event_72,2026-05-15
"1000873","1000873","873","{'1000873','1000874'}",Event_73,2026-05-15
"1000874","1000874","874","{'1000874','1000875'}",Event_74,2026-05-15
"1000875","1000875","875","{'1000875','1000876'}",Event_75,2026-05-15
"1000876","1000876","876","{'1000876','1000877'}",Event_76,2026-05-15
"1000877","1000877","877","{'1000877','1000878'}",Event_77,2026-05-15
"1000878","1000878","878","{'1000878','1000879'}",Event_78,2026-05-15
"1000879","1000879","879","{'1000879','1000880'}",Event_79,2026-05-15
"100088","100088","88","{'100088','100089'}",Event_88,2026-05-15
"1000880","1000880","880","{'1000880','1000881'}",Event_80,2026-05-15
"1000881","1000881","881","{'1000881','1000882'}",Event_81,2026-05-15
"1000882","1000882","882","{'1000882','1000883'}",Event_82,2026-05-15
"1000883","1000883","883","{'1000883','1000884'}",Event_83,2026-05-15
"1000884","1000884","884","{'1000884','1000885'}",Event_84,2026-05-15
"1000885","1000885","885","{'1000885','1000886'}",Event_85,2026-05-15
"1000886","1000886","886","{'1000886','1000887'}",Event_86,2026-05-15
"1000887","1000887","887","{'1000887','1000888'}",Event_87,2026-05-15
"1000888","1000888","888","{'1000888','1000889'}",Event_88,2026-05-15
"1000889","1000889","889","{'1000889','1000890'}",Event_89,2026-05-15
"100089","100089","89","{'100089','100090'}",Event_89,2026-05-15
"1000890","1000890","890","{'1000890','1000891'}",Event_90,2026-05-15
"1000891","1000891","891","{'1000891','1000892'}",Event_91,2026-05-15
"1000892","1000892","892","{'1000892','1000893'}",Event_92,2026-05-15
"1000893","1000893","893","{'1000893','1000894'}",Event_93,2026-05-15
"1000894","1000894","894","{'1000894','1000895'}",Event_94,2026-05-15
"1000895","1000895","895","{'1000895','1000896'}",Event_95,2026-05-15
